"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 24 08:02:23 GMT 2023","Tue Oct 24 08:03:59 GMT 2023","96369","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile",""
"broken","Tue Oct 24 08:02:23 GMT 2023","Tue Oct 24 08:03:58 GMT 2023","94371","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Start Stream",""
"broken","Tue Oct 24 08:02:21 GMT 2023","Tue Oct 24 08:03:57 GMT 2023","96456","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"broken","Tue Oct 24 08:06:21 GMT 2023","Tue Oct 24 08:07:31 GMT 2023","69618","chromium","ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"broken","Tue Oct 24 08:02:29 GMT 2023","Tue Oct 24 08:04:04 GMT 2023","95091","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - My Info",""
"broken","Tue Oct 24 08:02:23 GMT 2023","Tue Oct 24 08:04:00 GMT 2023","96212","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Buy Coins",""
"broken","Tue Oct 24 08:02:20 GMT 2023","Tue Oct 24 08:04:01 GMT 2023","100983","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile e2e",""
