"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 24 11:18:39 GMT 2023","Tue Oct 24 11:20:17 GMT 2023","98843","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Start Stream",""
"broken","Tue Oct 24 11:18:34 GMT 2023","Tue Oct 24 11:20:13 GMT 2023","98665","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile",""
"broken","Tue Oct 24 11:22:44 GMT 2023","Tue Oct 24 11:23:55 GMT 2023","70916","chromium","ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"broken","Tue Oct 24 11:18:40 GMT 2023","Tue Oct 24 11:20:09 GMT 2023","88543","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - My Info",""
"broken","Tue Oct 24 11:18:34 GMT 2023","Tue Oct 24 11:20:22 GMT 2023","107998","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Buy Coins",""
"broken","Tue Oct 24 11:18:42 GMT 2023","Tue Oct 24 11:20:10 GMT 2023","87689","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"broken","Tue Oct 24 11:18:35 GMT 2023","Tue Oct 24 11:20:21 GMT 2023","106647","chromium","ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Edit Profile e2e",""
